f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
0.21780777,0.09185469,0.11914122,0.15484118,-0.025883496,-0.39510632,-0.042380273,-0.26039672,-0.29405665,-0.93891734,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.057279885,-0.0051502585,-0.06976932,-0.024745584,0.07753205,0.013263106,0.05345106,-0.10962695,0.09270859,-0.31323206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.0648312,0.012110949,0.009313822,-0.03374505,0.06994188,-0.028941631,0.022110939,-0.17655766,-0.02551061,-0.36072963,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.42844748,0.15560758,0.14709985,0.43783128,-0.39440113,-0.7722611,-0.15507656,-0.044834316,-0.27620715,-0.99870837,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.08925676,0.027662754,-0.11067271,0.025577664,0.15908813,0.065752625,0.07972944,-0.075449586,0.10448229,-0.41569138,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.06504959,0.008085847,-0.113423824,-0.039137006,-0.07871312,-0.055850446,-0.07018745,0.11418021,0.09126997,-0.6394069,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.07565242,0.04826212,0.010256052,-0.02186966,0.15836692,0.029189467,0.06880319,-0.17193145,-0.01907909,-0.4710279,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.057505608,0.050310493,-0.031445265,0.09547889,-0.13169158,-0.27380705,-0.097234726,0.075127125,-0.024539411,-0.8495084,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.11504209,0.12610483,0.11304748,0.1360619,0.028785706,-0.29471225,0.05061257,-0.14606088,-0.23763603,-0.8684168,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.050149977,0.01263833,-0.13704616,-0.059488356,-0.041684628,-0.007138908,-0.006009698,0.060682178,0.1348058,-0.5438209,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.10531628,0.012330055,-0.14442122,0.039476633,0.262043,0.0954864,0.1417681,-0.1160267,0.20740521,-0.5472431,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
